2025-06-16 14:49:11,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:13,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:15,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:17,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:19,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:21,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:23,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:25,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:27,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:29,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:31,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:33,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:35,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:37,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:39,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:41,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:43,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:45,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:47,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:49,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:51,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:53,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:55,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:57,C0:49:EF:69:BF:DC,1
2025-06-16 14:49:59,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:23,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:25,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:27,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:29,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:31,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:33,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:35,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:37,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:39,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:41,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:43,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:45,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:47,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:49,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:51,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:53,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:55,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:57,C0:49:EF:69:BF:DC,1
2025-06-16 14:51:59,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:01,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:03,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:05,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:07,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:09,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:11,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:13,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:15,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:17,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:19,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:21,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:23,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:25,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:27,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:29,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:31,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:33,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:35,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:37,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:39,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:41,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:43,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:45,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:47,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:49,C0:49:EF:69:BF:DC,1
2025-06-16 14:52:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:37,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:39,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:41,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:43,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:45,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:49,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:53,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:12:59,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:01,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:05,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:07,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:09,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:11,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:13,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:15,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:17,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:19,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:21,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:23,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:25,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:27,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:37,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:39,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:41,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:43,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:45,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:49,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:53,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:13:59,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:01,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:05,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:07,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:09,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:11,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:13,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:15,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:17,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:19,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:21,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:23,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:25,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:27,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:37,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:39,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:41,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:43,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:45,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:49,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:53,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:14:59,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:01,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:48,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:48,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:48,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:48,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:48,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:50,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:52,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:54,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:15:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:00,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:02,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:05,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:07,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:09,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:11,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:13,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:15,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:17,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:19,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:21,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:23,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:25,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:27,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:37,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:39,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:41,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:43,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:45,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:49,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:53,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:16:59,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:02,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:05,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:07,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:09,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:11,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:13,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:15,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:17,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:19,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:21,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:23,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:25,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:27,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:37,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:39,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:41,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:43,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:45,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:49,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:53,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:17:59,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:01,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:05,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:07,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:09,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:11,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:13,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:15,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:17,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:20,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:22,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:23,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:25,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:27,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:33,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:35,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:37,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:39,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:41,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:43,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:45,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:47,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:49,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:51,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:53,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:55,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:57,C0:49:EF:69:BF:DC,1
2025-06-16 15:18:59,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:01,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:03,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:05,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:07,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:09,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:11,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:13,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:15,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:17,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:19,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:21,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:23,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:25,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:28,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:29,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:31,C0:49:EF:69:BF:DC,1
2025-06-16 15:19:33,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:31,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:33,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:35,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:37,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:39,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:41,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:43,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:45,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:47,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:49,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:51,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:53,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:55,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:57,C0:49:EF:69:BF:DC,1
2025-06-16 16:21:59,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:01,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:03,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:05,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:21,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:23,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:25,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:27,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:29,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:31,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:33,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:35,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:37,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:39,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:41,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:43,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:45,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:47,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:49,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:51,C0:49:EF:69:BF:DC,1
2025-06-16 16:22:53,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:07,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:09,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:11,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:13,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:15,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:17,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:33,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:35,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:37,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:39,C0:49:EF:69:BF:DC,1
2025-06-16 16:23:41,C0:49:EF:69:BF:DC,1
2025-06-16 17:21:53,C0:49:EF:69:BF:DC,1
